bigram,count,sem,mean,std,skew,kurtosis
un,2936,0.00300343832223,0.250729564075,0.162740911248,7.16433094017,77.1019849641
uo,72,0.0206332309454,0.203624994861,0.175078770231,2.41961072969,8.61399964565
up,1429,0.00565246412244,0.234878236155,0.21367510638,9.08131612273,132.321326565
ur,3736,0.00266329062398,0.195742505396,0.162787852486,5.92164416985,76.8288296343
us,4318,0.00317994580301,0.179906669872,0.208958978819,16.5066980085,493.85453224
ut,4433,0.00209072791908,0.180762914567,0.139202291453,5.85728372542,62.9873024846
uy,209,0.0105409436059,0.179377992603,0.15238865394,2.05384996573,6.33772894906
va,385,0.0122011985566,0.185633766685,0.239404803198,12.4286368456,194.964174765
ve,5152,0.0019738213324,0.160192352648,0.141675829979,21.314706845,807.352483583
vi,1155,0.00422872951523,0.193578354803,0.143714602864,5.19635495709,52.473838296
vo,384,0.0155099125048,0.248104166329,0.303930972736,7.09473758017,68.438032991
vy,45,0.0110834119387,0.2292,0.0743497875524,0.05450942876,-0.0174803847416
wa,6543,0.00173786581291,0.202692343086,0.140573902023,17.5366062421,574.239707553
we,6319,0.00215790666232,0.21253536996,0.171536614141,10.6404256653,224.678646654
wh,2824,0.00340666199794,0.189482649004,0.181034518847,5.61893428673,51.4178198092
wi,2882,0.00268921214571,0.177010409293,0.144368369742,5.25413709544,49.4795585702
wn,415,0.00751415432213,0.209677108434,0.15307496137,3.73081738984,23.5256726277
wo,1777,0.00278005390738,0.158900393838,0.117191720768,3.42922539959,17.8490316348
wr,299,0.00904665966454,0.237685618755,0.156431369216,2.43431240527,10.1158672893
ws,326,0.0130665271436,0.313892638037,0.235922289959,4.8280017643,33.2817802724
wt,38,0.0464550352515,0.274368421053,0.286368069813,1.80770985427,3.34213525489
wu,33,0.0163686966082,0.101272727273,0.0940310031078,0.834053886025,-0.25225979558
wy,42,0.0338541053751,0.217976190476,0.219399678513,1.28724101205,0.884748285225
xa,53,0.0147947879958,0.230452830189,0.107707682398,1.52281096808,2.88084596645
xc,112,0.0152059111035,0.293357142857,0.160924236952,1.55939320686,2.90557081317
xe,85,0.0234969376745,0.278352941176,0.2166310615,4.9121848003,28.4644139363
xp,133,0.0161546152609,0.267744360902,0.186304111689,1.81963185147,3.57841944484
xt,355,0.00988045375737,0.25218028169,0.186162013016,5.84213937573,54.639226645
yb,118,0.0336489204547,0.311686440678,0.365520836666,7.89519197875,73.2890281152
ye,745,0.0117811188134,0.187126176757,0.321561963809,18.3344475489,413.735680389
yi,579,0.00951265877753,0.233297063818,0.228897579702,9.60775354421,124.149795011
yl,72,0.0172980289783,0.256458333333,0.1467786431,1.73350814452,3.22013074318
yn,46,0.0380492993476,0.359934782609,0.258062903802,3.57976191029,15.7094907915
yo,2561,0.0021575872143,0.167954315017,0.109187557011,4.8164073549,41.0246343492
yp,256,0.0150357833574,0.25111328125,0.240572533719,4.52061220337,29.9437837418
yr,58,0.0318395684649,0.178551724138,0.242482929217,4.6231853118,26.5963646951
ys,733,0.00821288513248,0.227785811891,0.222355428205,5.34370204994,43.2242515388
yt,215,0.0128238062612,0.231925581094,0.188033910533,2.07267735011,6.11547662436
yu,59,0.0260037647105,0.149372888339,0.199738706735,2.77897980345,9.60520898293
yw,126,0.0352540944732,0.351801587302,0.395726228999,4.94808240151,30.7397844292
yy,32,0.0330771929446,0.218062496841,0.18711285947,1.92835320186,2.97665737819
za,136,0.0134913081026,0.257948529412,0.15733433709,2.91281360892,11.7596197001
ze,171,0.0125107594938,0.296450292398,0.163599409022,3.61158656976,17.9609446752
zi,100,0.0187554216808,0.22204,0.187554216808,4.07989328319,20.3898563363
zy,63,0.022730962164,0.266603174603,0.180421418842,1.56582785752,1.58995897292
zz,88,0.00978208943492,0.206852272727,0.0917641328991,2.9902474232,9.87635533213
